age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score
93,1923,,July,2016, television director (Leave It to Beaver Welcome Back Kotter The Jack Benny Program),Norman Abbott,American,2920.0
81,1935,,July,2016, football player (Calgary Stampeders),Ron Allbright,Canadian,4374.0
81,1935,,July,2016, Mayor of Padang (1971–1983),Hasan Basri Durin,Indonesian,4049.0
84,1932,,July,2016, Olympic long jumper (1948),Judy Canty,Australian,2760.0
84,1932,,July,2016, public relations executive (Baseball Hall of Fame New York Yankees Pittsburgh Pirates),Bill Guilfoile,American,5550.0
91,1925,,July,2016, ice hockey player (Ilves),Kalle Havulinna,Finnish,3814.0
84,1932,,July,2016, footballer (Port Melbourne South Melbourne),Frank Johnson,Australian,8446.0
85,1931,,July,2016, filmmaker (Alvorada),Hugo Niebeling,German,23503.0
92,1924,,July,2016, Archbishop of Florence (1983–2001),Silvano Piovanelli,Italian,5745.0
82,1934,,July,2016, winner of the Pulitzer Prize for International Reporting (1976),Sydney Schanberg,American,11027.0
94,1922,,July,2016, Olympic bronze medalist (1948),Fritzi Schwingl,Austrian,7673.0
82,1934,,July,2016, footballer (Darlington Torquay United),Ray Spencer,English,3442.0
69,1947,,July,2016, singer and voice actress (Mister Roger's Neighbourhood),Carole Switala,American,3255.0
39,1977, cancer,July,2016, director (Saturday Night Live),Matt Villines,American,4915.0
95,1921,,July,2016, member of the Tennessee Supreme Court (1974–1990) and Court of Appeals (1960–1974),Robert E. Cooper Sr.,American,3835.0
83,1933,,July,2016, Olympic champion (1956),Anatoli Isayev,Russian,6319.0
83,1933,,July,2016, Olympic bronze medalist (1956),Adrian Monger,Australian,3374.0
81,1935,,July,2016, Bishop of Irinjalakuda (1978–2010),James Pazhayattil,Indian,2297.0
58,1958,,July,2016, footballer (Chelsea),David Stride,English,5447.0
88,1928,,July,2016, Olympic basketball player (1952),Harry Wade,Canadian,3066.0
89,1927,,July,2016, President of NYU (1981–1991),John Brademas,American,15973.0
87,1929,,July,2016, 24th Presiding Bishop of the Episcopal Church (1985–1997),Edmond L. Browning,American,12762.0
69,1947, cancer,July,2016, actress (The Glass Ceiling Voyage to Nowhere The Grandfather),Emma Cohen,Spanish,3898.0
77,1939,,July,2016, screenwriter and novelist (Baba Yaga),Corrado Farina,Italian,4459.0
72,1944, lung cancer,July,2016, politician member (since 1987) and President (2003–2011) of the Minnesota Senate and House of Representatives (1975–1987),Jim Metzen,American,7777.0
99,1917,,July,2016, screenwriter (Dynasty The Colbys),Robert Mason Pollock,American,5705.0
92,1924,,July,2016, Attorney-General of Barbados (1966–1971),Sir Frederick Smith,Barbadian,3973.0
89,1927,,July,2016, World Cup bronze medalist (1950),Kurt Svensson,Swedish,2730.0
89,1927,,July,2016, Bishop of Székesfehérvár (1991–2003),Jusztin Nándor Takács,Hungarian,2849.0
93,1923, member of the U,July,2016, judge,Scott Olin Wright,American,3963.0
85,1931,,July,2016, Olympic silver medalist (1960),Joseph Antic,Indian,2718.0
82,1934,,July,2016, European champion (1963),Galina Chesnokova,Russian,4390.0
90,1926,,July,2016, actor (This Is Not a Test Deliverance Perry Mason),Seamon Glass,American,3647.0
57,1959, brain cancer,July,2016, politician President of Krajina (1992–1994),Goran Hadžić,Serbian,29350.0
89,1927,,July,2016, author (Das falsche Buch),Paul Wühr,German,3620.0
84,1932,,July,2016, footballer (Birmingham City),George Allen,English,5749.0
70,1946, heart attack,July,2016, Brazilian film director producer and screenwriter (Kiss of the Spider Woman Ironweed Carandiru),Héctor Babenco,Argentine-born,8188.0
87,1929,,July,2016, football player and coach (Philadelphia Eagles Atlanta Falcons),Marion Campbell,American,9277.0
76,1940,,July,2016, member of the Ohio House of Representatives (2001–2008),Jim Carmichael,American,3461.0
84,1932,,July,2016, President of Delta Airlines (1987–1990),Hollis L. Harris,American,8509.0
99,1917,,July,2016, Governor of Rio de Janeiro (1961–1962),Celso Peçanha,Brazilian,6817.0
97,1919,,July,2016, ice hockey player and executive (Pittsburgh Penguins),Jack Riley,Canadian,9779.0
82,1934, cancer,July,2016, author (Golden Days),Carolyn See,American,11040.0
67,1949, pancreatic cancer,July,2016, Roman Catholic prelate Bishop of Radom (2002–2009) President of the PCPCHCW (since 2009),Zygmunt Zimowski,Polish,10233.0
102,1914,,July,2016, Senator (1967–1972),Helena Benitez,Filipino,4295.0
62,1954, liver cancer,July,2016, screenwriter (The Elephant Man Frances),Eric Bergren,American,3296.0
39,1977, pancreatic cancer,July,2016, football player (St. Louis Rams Cleveland Browns Jacksonville Jaguars),Roger Chanoine,American,3944.0
65,1951, cancer,July,2016, journalist and magazine editor (Time Newsweek The Economist),Michael J. Elliott,British,6076.0
81,1935,,July,2016, singer and dancer (Rock Around the Clock Drums Across the River),Lisa Gaye,American,7488.0
71,1945,,July,2016, president of the Norwegian Handball Federation (1985–1999),Tor Lian,Norwegian,2794.0
60,1956, fall from ATV,July,2016, politician member of the Wyoming House of Representatives (2014–2015),Troy Mader,American,5633.0
62,1954, complications from respiratory failure,July,2016, politician member of the California State Assembly (2002–2008) and Senate (2011–2012 2015–2016),Sharon Runner,American,13799.0
69,1947,,July,2016, baseball player (Los Angeles Dodgers Detroit Tigers),Mike Strahler,American,3335.0
67,1949,,July,2016, Bishop of Makurdi (1989–2015),Athanasius Atule Usuh,Nigerian,2396.0
87,1929, Alzheimer's disease,July,2016, Zealand rugby union player (Auckland national team),Hallard White,New,3753.0
51,1965,,July,2016, author,Helen Bailey,British,9904.0
82,1934,,July,2016, Governor of American Samoa (1976–1977),Frank Barnett,American,5174.0
77,1939,,July,2016, mathematician,Roger Fletcher,British,3881.0
89,1927,,July,2016, Bishop of Mississippi (1974–1993),Duncan M. Gray Jr.,American,2903.0
83,1933,,July,2016, Bishop of Obala (1987–2009),Jérôme Owono-Mimboe,Cameroonian,2319.0
85,1931,,July,2016, MP (1990–1994),Petru Soltan,Moldovan,10727.0
77,1939, lung cancer,July,2016, country singer (The Browns),Bonnie Brown,American,5338.0
79,1937,,July,2016, artist and designer (Loonie),Robert-Ralph Carmichael,Canadian,3194.0
95,1921,,July,2016, biographer and religious leader (LDS Church),Francis M. Gibbons,American,6717.0
92,1924,,July,2016, ice hockey player (Providence Reds),Pete Kapusta,Canadian,2543.0
80,1936,,July,2016, baseball player (Chicago Cubs),Gordon Massa,American,4436.0
90,1926, N,July,2016, politician member of the U.S. Senate for North Carolina (1975–1981),Robert Burren Morgan,American,8153.0
54,1962,,July,2016, football player and coach (Dinamo Brest),Oleg Syrokvashko,Belarusian,4490.0
74,1942, leukemia,July,2016, Hall of Fame basketball player (Golden State Warriors Chicago Bulls Cleveland Cavaliers),Nate Thurmond,American,21837.0
86,1930,,July,2016, Gujarat MLA for Gandhinagar (1980–1990),Kasam Bapu Tirmizi,Indian,2047.0
78,1938,,July,2016, singer and musician (Suicide),Alan Vega,American,16695.0
83,1933, pneumonia,July,2016, politician Governor of Minnesota (1971–1976) Senator for Minnesota (1976–1978) Olympic silver medalist in ice hockey (1956),Wendell Anderson,American,9201.0
60,1956,,July,2016, Mayor of Sabaneta (since 2004),Aníbal José Chávez Frías,Venezuelan,4057.0
81,1935,,July,2016, Olympic gold medalist (1960),Paul Johnson,American,3559.0
77,1939,,July,2016, The Hollywood Argyles),Gary S. Paxton,American,13307.0
100,1916,,July,2016, MP for Bouches-du-Rhône (1945–1951),Raymonde Tillon,French,3439.0
88,1928," composer (""The Lumberjack Song"") and critic",July,2016, singer (The Two Ronnies Monty Python's Flying Circus),Fred Tomlinson,British,3332.0
69,1947,,July,2016, sports director (Ajax Amsterdam),Uri Coronel,Dutch,4645.0
67,1949,,July,2016, footballer (Sheffield United),John Hope,English,8280.0
52,1964,,July,2016, 1996),Agata Karczmarek,Polish,4962.0
66,1950, lung cancer,July,2016, editor and author (A Most Dangerous Method),John Kerr,American,4586.0
61,1955,,July,2016, Apostolic Administrator of Kyrgyzstan (since 2006),Nikolaus Messmer,Kazakh-born,3305.0
76,1940, heart failure,July,2016, photographer (Andy Warhol),Billy Name,American,12649.0
84,1932,,July,2016, President of the International Tribunal for the Law of the Sea (2002–2005),Dolliver Nelson,Grenadian,3279.0
39,1977, shot by police,July,2016, militant leader (Mujahidin Indonesia Timur),Abu Wardah,Indonesian,8282.0
90,1926,,July,2016, Zealand rugby union player (Otago national team),Ray Bell,New,3352.0
75,1941,,July,2016, football mascot (Washington Redskins),Chief Zee,American,9078.0
95,1921,,July,2016, Queensland MP for Mackenzie (1956–1972) and Auburn (1972–1980),Nev Hewitt,Australian,5123.0
81,1935, pneumonia,July,2016, director producer writer and actor (Happy Days Pretty Woman Murphy Brown),Garry Marshall,American,19316.0
72,1944,,July,2016, footballer (Wimbledon F,Tom McCready,Scottish,3118.0
80,1936,,July,2016, Pennsylvania (1974–1978 1987),Gordon Mowrer,American,8097.0
68,1948, cancer,July,2016, musician and singer (Omega Locomotiv GT),Tamás Somló,Hungarian,2323.0
70,1946,,July,2016, Zealand English literature academic (Massey University),Dick Corballis,New,5097.0
82,1934, Parkinson's disease,July,2016, journalist (Chicago Tribune) and academic (University of Illinois) awarded Pulitzer Prize (1976 1988),William Gaines,American,6187.0
61,1955, cancer,July,2016, billionaire businessman (E. A. Juffali and Brothers) and diplomat,Walid Juffali,Saudi,11721.0
66,1950,,July,2016, Széchenyi Prize winner (2013),György Kéri,Hungarian,10514.0
74,1942,,July,2016, Zealand rugby union player (Southland Canterbury national team),Ray Moreton,New,3292.0
83,1933,,July,2016, cricketer (Glamorgan),Jim Pressdee,Welsh,3778.0
56,1960, liver and kidney disease,July,2016, field hockey player Olympic champion (1980),Mohammed Shahid,Indian,9098.0
49,1967, pancreatic cancer,July,2016, politician member of the U.S. House of Representatives for Hawaii's 1st district (since 2015) and the Hawaii House of Representatives (1994–2015),Mark Takai,American,11578.0
87,1929, cancer,July,2016, television host (Chiller Theater Night of the Living Dead Studio Wrestling),Bill Cardille,American,6893.0
86,1930,,July,2016, MP for Bukit Timah (1966–1984),Chor Yeok Eng,Singaporean,4664.0
74,1942,,July,2016, Bishop of Plymouth (1996–2005),John Garton,British,5270.0
67,1949, cardiac arrest following a heart attack,July,2016, football coach (Minnesota Vikings Arizona Cardinals Northwestern Wildcats),Dennis Green,American,25209.0
94,1922,,July,2016, Olympic fencer (1956),Joy Hardon,Australian,2642.0
87,1929,,July,2016, mayor of Stamford (1963),William F. Hickey Jr.,American,2728.0
97,1919,,July,2016, chairman of Lincoln College Council (1980–1985),Sid Hurst,New,5022.0
60,1956,,July,2016, cricketer (national team),Jen Jacobs,Australian,3559.0
92,1924,,July,2016, member of the Knesset (1967–1969 1973–1988),Amnon Linn,Israeli,4101.0
82,1934, melanoma,July,2016, racehorse trainer and owner (General Quarters),Thomas R. McCarthy,American,3019.0
82,1934,,July,2016, executive (Walmart),Don Soderquist,American,6775.0
82,1934, cancer,July,2016, Hall of Fame bassist (Booker T. & the M.G.'s),Lewie Steinberg,American,4969.0
93,1923,,July,2016, news anchor (WPLG),Molly Turner,American,4591.0
79,1937,,July,2016, educator and academician (Chinese Academy of Sciences),Chen Da,Chinese,5570.0
85,1931,,July,2016, writer and actress (Where Is Freedom? Poverty and Nobility Man Beast and Virtue),Franca Faldini,Italian,4754.0
94,1922,,July,2016, Canadian scientist and academic (University of Toronto),Ursula Franklin,German-born,51107.0
89,1927, heart attack,July,2016, fighter pilot (Tuskegee Airmen) recipient of the Congressional Gold Medal,Julius Freeman,American,5387.0
84,1932,,July,2016, High Commissioner to India (1987–1991),Sir David Goodall,British,4974.0
62,1954,,July,2016, ice hockey player and coach (national team),Geir Myhre,Norwegian,3281.0
87,1929, member of the U,July,2016, judge,Norma Levy Shapiro,American,4229.0
79,1937,,July,2016, football player (Auburn Tigers),Zeke Smith,American,5085.0
60,1956, member of the Sejm for Łódź (2005–2007)[380],July,2016, politician,Małgorzata Bartyzel,Polish,3111.0
69,1947, lung cancer,July,2016, politician member of the South Carolina House of Representatives (1994–2008),Bill Cotty,American,3126.0
90,1926,,July,2016, Prime Minister (1976–1978 1979–1982),Thorbjörn Fälldin,Swedish,11204.0
83,1933,,July,2016, African-born English cricketer (Sussex) and footballer (Brighton & Hove Albion),Denis Foreman,South,3361.0
75,1941,,July,2016, Judge of the Federal Court (1997–2010),Alan Goldberg,Australian,2992.0
70,1946, ovarian cancer,July,2016, politician member of the Arkansas House of Representatives (since 2011),Sheilla Lampkin,American,5039.0
84,1932,,July,2016, 2002–2005),Mangala Moonesinghe,Sri,4077.0
31,1985,,July,2016, African footballer (Juventus Chelsea AmaZulu),Boy-Boy Mosia,South,4829.0
67,1949, cancer,July,2016, television director (Quantum Leap The X-Files) and assistant director (The Untouchables Scarface),Joe Napolitano,American,6649.0
85,1931, stroke,July,2016, judge member of the US District Court for Southern Iowa (1979–2016),Harold Duane Vietor,American,3892.0
68,1948, throat cancer,July,2016, musician (Audience Stackridge Pasadena Roof Orchestra),Keith Gemmell,British,6970.0
75,1941, heart attack,July,2016, footballer (national team Salgaocar),Marto Gracias,Indian,2616.0
79,1937,,July,2016, footballer (Leicester City F,Ian King,Scottish,3093.0
80,1936,,July,2016, MLA from the Northwest Territories (1983–1987),Eliza Lawrence,Canadian,4106.0
97,1919,,July,2016, baseball player (Pittsburgh Pirates Washington Senators),Steve Nagy,American,4097.0
86,1930, breast cancer,July,2016, singer (The King and I West Side Story My Fair Lady) and actress (The Sound of Music),Marni Nixon,American,14803.0
83,1933, heart disease,July,2016, ice hockey coach (Gustavus Adolphus College),Don Roberts,American,7865.0
72,1944, cancer,July,2016, diplomat Ambassador to Russia (2006–2010) and Ukraine (1997–2001) Director of the National Security Bureau (2005),Jerzy Bahr,Polish,3792.0
66,1950,,July,2016, jazz saxophonist (The Blackbyrds),Allan Barnes,American,8027.0
82,1934,,July,2016, Paralympic champion (1960 1964),Daphne Ceeney,Australian,9409.0
66,1950, stroke,July,2016, footballer (Benfica Sporting national team),Artur Correia,Portuguese,8626.0
92,1924,,July,2016, football player (Galatasaray) and coach (national team),Bülent Eken,Turkish,6073.0
87,1929,,July,2016, member of the Senate for Loir-et-Cher (1992–2011),Pierre Fauchon,French,3172.0
64,1952,,July,2016, Olympic silver medalist (1972),Dwight Jones,American,5974.0
90,1926, stroke,July,2016, Christian author (Left Behind),Tim LaHaye,American,27304.0
94,1922,,July,2016, Broadway theater owner and producer (Nederlander Organization),James M. Nederlander,American,5758.0
74,1942,,July,2016, member of the United States Court of Appeals for the Third Circuit (since 2004),Franklin Van Antwerpen,American,7011.0
77,1939,,July,2016, member of the Massachusetts House of Representatives (1981–1991),John H. Flood,American,4810.0
98,1918,,July,2016, leader of the Left Party-Communists (1964–1975),C.-H. Hermansson,Swedish,5288.0
82,1934, cancer,July,2016, judge member of the US District Court for Northern Ohio (since 1994),David A. Katz,American,4019.0
73,1943,,July,2016, film director (Ayyam El Sadat Mr Karate Before the Summer Crowds),Mohamed Khan,British-Egyptian,8472.0
73,1943,,July,2016, Olympic bronze medalist (1964),Heinz Kiehl,German,2859.0
84,1932, heart attack,July,2016, billionaire businessman (Mars Incorporated),Forrest Mars Jr.,American,10594.0
53,1963, metastatic colon cancer,July,2016, television psychic,Miss Cleo (Youree Dell Harris),American,9383.0
72,1944, pneumonia as a complication from a stroke,July,2016, record producer and band manager (Blue Öyster Cult The Clash Black Sabbath),Sandy Pearlman,American,13670.0
60,1956,,July,2016, novelist (Lo's Diary),Pia Pera,Italian,4013.0
90,1926,,July,2016, continuity announcer and actress (BBC TV),Sylvia Peters,British,7294.0
86,1930,,July,2016, member of the Oklahoma Senate (1965–1987),E. Melvin Porter,American,3669.0
60,1956, brain tumour,July,2016, footballer (Swindon Mansfield Peterborough),Dave Syrett,English,3130.0
92,1924,,July,2016, member of the Nebraska Senate (1989–2000),LaVon Crosby,American,2537.0
91,1925, co-founder of Mad,July,2016, cartoonist and illustrator (Tales from the Crypt The Vault of Horror Georgia Bulldogs),Jack Davis,American,23072.0
60,1956, founder of EpicTimes,July,2016, talk show host and actor (Babylon 5),Jerry Doyle,American,10420.0
64,1952,,July,2016, cinematographer and second unit director (Resident Evil The Holiday Alien vs,Sue Gibson,American-British,8438.0
69,1947,,July,2016, baseball player (Boston Red Sox),Doug Griffin,American,6570.0
90,1926,,July,2016, Auxiliary Bishop of Bratislava-Trnava (1992–1996) and Apostolic Nuncio to Belarus (1996–2001),Dominik Hrušovský,Slovak,3189.0
101,1915,,July,2016, Prime Minister (1967–1971),Piet de Jong,Dutch,37361.0
72,1944, pneumonia,July,2016, writer (Elbow Room) awarded Pulitzer Prize (1978),James Alan McPherson,American,13855.0
89,1927,,July,2016, author and editor (The Catholic Herald),Gerard Noel,British,7597.0
58,1958, Parkinson's disease,July,2016, cartoonist (Cul de Sac),Richard Thompson,American,9016.0
75,1941,,July,2016, singer-songwriter (Spiral Starecase),Pat Upton,American,3627.0
86,1930,,July,2016, Minister of Foreign Affairs (1988–1989),Boualem Bessaïh,Algerian,4358.0
92,1924,,July,2016, basketball player (Providence Steamrollers Denver Nuggets)[484],Bob Brown,American,3103.0
84,1932, member of the U,July,2016, federal judge,Conrad K. Cyr,American,5839.0
90,1926, blood infection and kidney failure,July,2016, writer (Hajar Churashir Maa),Mahasweta Devi,Indian,24728.0
98,1918,,July,2016, President (1968–1969),Émile Derlin Zinsou,Beninese,9767.0
42,1974, shot,July,2016, football player (Miami Dolphins BC Lions),Antonio Armstrong,American,6003.0
83,1933, liver cancer,July,2016, voice actor (Postman Pat) and singer,Ken Barrie,British,4896.0
91,1925,,July,2016, Ambassador to Lesotho (1982–1983) and Denmark (1989–1992),Keith L. Brown,American,3504.0
91,1925, heart failure,July,2016, stage producer and director (Arena Stage),Zelda Fichandler,American,6260.0
92,1924,,July,2016, Australian actress (Neighbours The Sullivans Prisoner),Vivean Gray,British-born,7621.0
90,1926,,July,2016, MEP (1979–1994),Patrick Lalor,Irish,10797.0
82,1934,,July,2016, football player (Toronto Argonauts),Danny Nykoluk,Canadian,4944.0
96,1920,,July,2016, member of the United States House of Representative from California's 12th and 16th congressional districts (1963–1977),Burt L. Talcott,American,5456.0
78,1938,,July,2016, baseball player (Chicago White Sox),Alan Brice,American,3218.0
91,1925, complications from a stroke,July,2016, actress (Summer Stock Mary Hartman Mary Hartman Out to Sea),Gloria DeHaven,American,11051.0
69,1947,,July,2016, record producer (Outlandos d'Amour),Nigel Gray,British,5787.0
93,1923,,July,2016, Bishop of Funing (since 2005),Ignatius Huang Shou-cheng,Chinese,2433.0
63,1953, stomach cancer,July,2016, meteorologist (The Weather Channel),Dave Schwartz,American,4703.0
75,1941, lung cancer,July,2016, actress (Time of Roses),Ritva Vepsä,Finnish,3042.0
87,1929,,July,2016, cricketer (Yorkshire),Bill Holdsworth,English,2927.0
66,1950,,July,2016, actress (Alborada Amorcito corazón Juro Que Te Amo),Mariana Karr,Argentine,4758.0
51,1965, acute hepatits,July,2016, politician Quebec MNA for Lotbinière and Arthabaska (since 2003),Sylvie Roy,Canadian,5410.0
51,1965, acute hepatits,July,2016, politician Quebec MNA for Lotbinière and Arthabaska (since 2003),Sylvie Roy,Canadian,5410.0
51,1965, acute hepatits,July,2016, politician Quebec MNA for Lotbinière and Arthabaska (since 2003),Sylvie Roy,Canadian,5410.0
75,1941, cancer,August,2016, politician Lieutenant Governor (1987–1995),Frank Blas,Guamanian,6831.0
70,1946,,August,2016, Governor of Carabobo (1985–1989),Oscar Celli Gerbasi,Venezuelan,3023.0
40,1976,,August,2016, football player and manager (FC Spartak Varna),Trayan Dyankov,Bulgarian,4998.0
84,1932,,August,2016, Israeli composer and educator (Tel Aviv University Bar-Ilan University),Andre Hajdu,Hungarian-born,7704.0
78,1938,,August,2016, Prime Minister of Bunyoro (2009–2012),Yabezi Kiiza,Ugandan,3358.0
65,1951,,August,2016, film producer (Face/Off Look Who's Talking Michael),Jonathan D. Krane,American,2697.0
85,1931,,August,2016, Minister of Economic Affairs (1971–1973),Harrie Langman,Dutch,8064.0
91,1925,,August,2016, union leader (CGTA),Raimundo Ongaro,Argentine,12003.0
89,1927,,August,2016, Permanent Secretary of the Lord Chancellor's Department and Clerk of the Crown in Chancery (1982–1989),Sir Derek Oulton,British,4131.0
86,1930,,August,2016, Zealand actor (Monty Python's Life of Brian Time Bandits Harry Potter and the Philosopher's Stone),Terence Bayler,New,4958.0
92,1924,,August,2016, Archbishop of Halifax (1967–1990),James Martin Hayes,Canadian,3275.0
85,1931, heart and kidney disease,August,2016, actor (The Big Lebowski Blazing Saddles Santa Claus: The Movie),David Huddleston,American,12683.0
89,1927,,August,2016, Archbishop of Kraków (1979–2005),Franciszek Macharski,Polish,6479.0
79,1937,,August,2016, Mayor of Quito (1978–1982),Álvaro Pérez Intriago,Ecuadorian,4448.0
64,1952, heart attack,August,2016, football player (Houston Oilers),Greg Stemrick,American,3062.0
61,1955,,August,2016, footballer (Blackburn Rovers Port Vale Crewe Alexandra),Neil Wilkinson,English,4913.0
70,1946,,August,2016, laureate of the Nobel Prize in Chemistry (1999),Ahmed Zewail,Egyptian-American,24566.0
66,1950,,August,2016, Bishop of Volterra (2000–2006) and Pistoia (2006–2014),Mansueto Bianchi,Italian,2659.0
56,1960, traffic collision,August,2016, footballer (Carlisle Plymouth Swansea),Russell Coughlin,Welsh,5499.0
62,1954,,August,2016, basketball player (Portland Trail Blazers Dallas Mavericks),Abdul Jeelani,American,5888.0
62,1954, pancreatic cancer,August,2016, politician member of the U.S. House of Representatives for Ohio's 14th district (1995–2013),Steve LaTourette,American,12435.0
30,1986, sickle-cell disease,August,2016, Jamaican model and beauty queen Miss Jamaica Universe (2011),Shakira Martin,American-born,5999.0
81,1935, stroke,August,2016, artist and writer (Taking Woodstock: A True Story of a Riot a Concert and a Life),Elliot Tiber,American,7300.0
73,1943,,August,2016, professional wrestler (AWA AJW CSW),Jean Antone,American,5180.0
89,1927,,August,2016, member of the United States House of Representatives from Pennsylvania's 25th congressional district (1979–1983),Eugene Atkinson,American,4398.0
88,1928,,August,2016, comic letterer (Superman vs,Gaspar Saladino,American,11254.0
92,1924,,August,2016, member of the People's Consultative Assembly (1978–1988),Likas Tarigan,Indonesian,2391.0
58,1958,,August,2016, footballer (Tonnerre Yaoundé national team),Charles Toubé,Cameroonian,3680.0
64,1952,,August,2016, educator (University of Oldenburg),Hans-Jürgen Appelrath,German,6545.0
71,1945,,August,2016, member of the Oregon House of Representatives (2001–2005) and Senate (since 2005),Alan Bates,American,5048.0
88,1928,,August,2016, MP for Londonderry (1955–1974),Sir Robin Chichester-Clark,British,8827.0
75,1941,,August,2016, footballer (Hibernian Carlisle United),Joe Davis,Scottish,2909.0
91,1925,,August,2016, member of the Federal Council (1983–1989),Alphons Egli,Swiss,5451.0
74,1942, respiratory problems,August,2016, politician Minister of Defence (since 2011),Eleuterio Fernández Huidobro,Uruguayan,3732.0
89,1927,,August,2016, Bishop of Granada (1972–2003),Leovigildo López Fitoria,Nicaraguan,2323.0
83,1933,,August,2016, Chief Executive of the National Health Service (1986–1989),Sir Leonard Peach,British,4103.0
94,1922,,August,2016, Director of Tax Administration (1976–1982),Erling Ree-Pedersen,Norwegian,3005.0
91,1925,,August,2016, Auxiliary Bishop of Lipa (1979–2002),Salvador Q. Quizon,Filipino,3168.0
80,1936,,August,2016, world champion (1959–1960),José Becerra,Mexican,4021.0
92,1924, brain cancer,August,2016, politician member of the U.S. House of Representatives for Maryland's 2nd district (1985–1995),Helen Delich Bentley,American,19522.0
79,1937, author and feminist sex educator,August,2016, entrepreneur (Good Vibrations) Butterfly vibrator inventor,Joani Blank,American,6300.0
71,1945, stomach cancer,August,2016, surfer world champion (1965),Midget Farrelly,Australian,4462.0
82,1934,,August,2016, Bishop of Lungro (1987–2010),Ercole Lupinacci,Italian,4319.0
71,1945,,August,2016, footballer (Richmond),Brian Roberts,Australian,4565.0
72,1944,,August,2016, footballer (Southend United Cambridge United),Mel Slack,English,2948.0
85,1931,,August,2016, stage and film producer (Lean on Me Bajour My Dog Tulip),Norman Twain,American,6678.0
57,1959,,August,2016, world champion (1985),Michael Walter,German,5738.0
86,1930,,August,2016, Swedish automobile designer (Volvo),Jan Wilsgaard,Norwegian-born,5531.0
91,1925,,August,2016, member of the Florida House of Representatives (1972–1992),Walter C. Young,American,4009.0
79,1937, pancreatic cancer,August,2016, jurist Justice of the Connecticut Supreme Court (1990–2007),David M. Borden,American,8646.0
92,1924,,August,2016, football player (Los Angeles Rams),Larry Brink,American,5827.0
82,1934,,August,2016, world champion (1963),Joe Duplin,American,6553.0
96,1920,,August,2016, Olympic champion (1952),Jack Günthard,Swiss,4193.0
63,1953, cancer,August,2016, actress (St. Elsewhere Homicide: Life on the Street),Sagan Lewis,American,6432.0
81,1935,,August,2016, footballer (Crystal Palace Millwall Portsmouth),Roy Summersby,English,5113.0
65,1951, brain cancer,August,2016," musician (""Vitamin L"")",B. E. Taylor,American,6389.0
74,1942,,August,2016," soul singer (""Make Love to Me"" ""I Will"")",Ruby Winters,American,5909.0
67,1949,,August,2016, Olympic triple jumper (1972),Mikhail Bariban,Russian,4746.0
78,1938,,August,2016, baseball player (Washington Senators),Mike Brumley,American,3519.0
82,1934,,August,2016, Bishop of Derry (1974–1993),Edward Daly,Northern,23163.0
58,1958, stomach cancer,August,2016, football player (Tampa Bay Buccaneers Atlanta Falcons Houston Oilers),George Yarno,American,10404.0
76,1940, cardiac arrest,August,2016, film writer (Kazhugu Paayum Puli) and director (Manamagale Vaa),Panchu Arunachalam,Indian,5760.0
76,1940,,August,2016, Bishop of Tarazona (1990–1995) and Vitoria (1995–2016),Miguel José Asurmendi Aramendía,Spanish,2542.0
89,1927,,August,2016, football player and coach (VfB Stuttgart),Karl Bögelein,German,4388.0
82,1934,,August,2016, football coach (North Carolina Tar Heels Virginia Tech Hokies Wake Forest Demon Deacons),Bill Dooley,American,11023.0
71,1945,,August,2016, actor (Slap the Monster on Page One),Fabio Garriba,Italian,3608.0
66,1950, cancer,August,2016, slalom canoeist Olympic champion (1972),Siegbert Horn,German,7424.0
75,1941, acute myeloid leukemia,August,2016, actor (Star Trek: Deep Space Nine Dallas Family Matters),Barry Jenner,American,15899.0
96,1920,,August,2016, Governor of the State Bank of Pakistan (1978–1986),Aftab Ghulam Nabi Kazi,Pakistani,23886.0
84,1932, traffic collision,August,2016, politician member of the Louisiana State Legislature (1968–2000),Jimmy D. Long,American,15883.0
90,1926,,August,2016, television personality (Captain Noah and His Magical Ark),W. Carter Merbreier,American,4946.0
47,1969, suicide by hanging,August,2016, politician Chief Minister of Arunachal Pradesh (2016) and MLA for Hayuliang (since 1995),Kalikho Pul,Indian,13306.0
72,1944, complications of a heart attack,August,2016, writer and politician MLY for Keelung (1996–2008),Wang Tuoh,Taiwanese,8291.0
90,1926,,August,2016, Chicago Bears),Neill Armstrong,American,10624.0
84,1932,,August,2016, hurler (Cork),John Bennett,Irish,8200.0
96,1920,,August,2016, football player (Fitzroy Richmond),Des Calverley,Australian,2803.0
78,1938,,August,2016, Canadian football player (Calgary Stampeders),Lovell Coleman,American-born,6760.0
86,1930,,August,2016, member of the Louisiana Senate (1972–1992),Kenneth Osterberger,American,6176.0
74,1942,,August,2016, member of the Delaware House of Representatives (since 2011),Harold Peterman,American,5017.0
63,1953,,August,2016, sports journalist (Omaha World-Herald),Steve Pivovar,American,3765.0
61,1955,,August,2016, American sports journalist (ESPN The Sports Reporters) and broadcaster (ESPN on ABC),John Saunders,Canadian-born,20069.0
57,1959,,August,2016, film director (Kunjikoonan),Sasi Shanker,Indian,3265.0
66,1950, idiopathic pulmonary fibrosis,August,2016, actress (National Lampoon's European Vacation Seinfeld Curb Your Enthusiasm),Cynthia Szigeti,American,7253.0
